Date,Year,Site_location,LONGITUDE,LATITUDE,Region,Site_number,Species_name,Schnitzler_name,Valente_name,Collection_no,Plant_no,Porometer_no,Laser gun_no,SPAD_or_CCM,Team_no,Height,Canopy_1,Canopy_2,Branch_order,Time,Wind_speed,Air_temp,Humidity,Leaf_orientation,Leaf_temp_upper,Leaf_temp_lower,Leaf_surface_in_sun,Conductance_lower,Chamber_temp_lower,Conductance_upper,Chamber_temp_upper,Chlorophyll 1,Chlorophyll 2,Chlorophyll 3,Internode_dia_ 1,Internode_dia_2,Soil depth,fwt_lam_pet,Plant_age,Age_of_oldest_leaf,Antho_1,Antho_2,swt_lam_pet,swt_lam,area_lam_pet,area_lam,lam_width,lam_length,petiole_width,petiole_length,lamina_thickness,hairiness,dwt_lam_pet,dwt_lam,dwt_pet,petiole_present,perimeter,photoshop_area,percent_canopy_openness,dark_qP,dark_qN,dark_qL,dark_NPQ,dark_Y_NO,Y_NPQ,Fo,Fm,Fv_over_Fm,light_F,light_Fm',PAR,Light_Temp,Light_Yield,ETR,count,order,atlas_name,new_growth_form,resprouter,polymorphic,pollinator,dominant_color,dominant_color_class,polymorphism_rare,polymorph_type,wood_density,SLA,LMA,Canopy_area,LWratio,FWC,LDMC,Succulence,Chl_as_CCI,genus
8/9/2011,2011,Bergfontein_2,21.41108,-34.03844,Garcia_Pass,PR_2023,decurrens,Protea_decurrens,Prdecu,36,4,1,1,CCM,1,43,122,73,.,0.46875,0.6,16.1,82.2,.,14.4,14.3,.,100.7,15.8,88.4,15.8,3.5,1.4,.,2.4,.,7,0.083,.,.,3.4,2.5,0.086,.,2.51,2.51,0.4,9.8,2.59,.,0.622,0,0.024,0.024,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,284,PRDECU,low_erect,no,no,mammals,darkest_pink,dark,NA,none,0.668017765,104.5833333,0.009561753,6994.756043,24.5,2.458333333,0.289156627,0.023505976,.,0
8/9/2011,2011,Bergfontein_2,21.41108,-34.03844,Garcia_Pass,PR_2023,decurrens,Protea_decurrens,Prdecu,36,5,1,1,CCM,1,28,195,133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.079,.,.,.,.,0.088,.,1.64,1.64,0.4,5.3,2.76,.,0.6,0,0.026,0.026,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,285,PRDECU,low_erect,no,no,mammals,darkest_pink,dark,NA,none,.,63.07692308,0.015853659,20369.30137,13.25,2.038461538,0.329113924,0.032317073,.,0
8/9/2011,2011,Bergfontein_2,21.41108,-34.03844,Garcia_Pass,PR_2023,decurrens,Protea_decurrens,Prdecu,36,6,1,1,CCM,1,35,125,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,0.102,.,.,.,.,0.103,.,2.09,2.09,0.4,6.4,2.75,.,0.561,0,0.028,0.028,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,286,PRDECU,low_erect,no,no,mammals,darkest_pink,dark,NA,none,.,74.64285714,0.013397129,7853.981634,16,2.642857143,0.274509804,0.035406699,.,0
8/9/2011,2011,Bergfontein_2,21.41108,-34.03844,Garcia_Pass,PR_2023,decurrens,Protea_decurrens,Prdecu,36,7,1,1,CCM,1,45,145,165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,0.06,.,.,.,.,0.061,.,1.36,1.36,0.29,4.7,2.85,.,0.481,0,0.015,0.015,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,287,PRDECU,low_erect,no,no,mammals,darkest_pink,dark,NA,none,.,90.66666667,0.011029412,18790.65106,16.20689655,3,0.25,0.033088235,.,0
8/9/2011,2011,Bergfontein_2,21.41108,-34.03844,Garcia_Pass,PR_2023,decurrens,Protea_decurrens,Prdecu,36,8,1,1,CCM,1,43,100,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0.055,.,.,.,.,0.049,.,0.73,0.73,0.3,4.1,1.85,.,0.595,0,0.018,0.018,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,288,PRDECU,low_erect,no,no,mammals,darkest_pink,dark,NA,none,.,40.55555556,0.024657534,5890.486225,13.66666667,2.055555556,0.327272727,0.050684932,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,1,1,1,CCM,1,155,180,180,5,0.527777778,0.8,18.1,66.2,vertical,24.5,23.3,upper,190.9,17.1,194,17.3,68.5,38.6,.,12.16,.,7,5.321,12,5,41.9,44.5,5.663,5.368,69.84,68.765,3.7,44.3,7.11,15.12,0.734,0,2.79,2.666,0.124,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,289,PRLORI,erect,no,yes,birds,none,both,no,both,0.472251898,25.79331133,0.038769741,25446.90049,11.97297297,0.907168459,0.524337531,0.036239977,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,2,1,1,CCM,1,180,210,190,5,0.53125,0.3,17.5,60.1,vertical,14.1,14.4,lower,193.5,17,155.3,17.1,91.4,58.1,.,11.44,.,9,4.155,10,4,26.2,30.3,4.423,3.971,68.19,66.455,3.2,45.8,7.69,22.56,0.711,0.5,1.966,1.762,0.204,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,290,PRLORI,erect,no,yes,birds,none,both,no,both,0.529269469,37.7157412,0.026514128,31337.38672,14.3125,1.113428281,0.473164862,0.032101481,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,3,1,1,CCM,1,140,85,100,5,0.534722222,0.3,18.6,60.8,vertical,14.9,15,upper,232.5,17.2,170.9,17.2,14.9,22.6,.,9.23,.,9,6.307,11,5,25.7,28.9,6.737,6.361,69.24,67.962,3.9,24.3,7.58,16.86,0.717,0.5,2.934,2.77,0.164,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,291,PRLORI,erect,no,yes,birds,none,both,no,both,0.49098344,24.53502238,0.040758063,6675.884389,6.230769231,1.149625085,0.4651974,0.048714616,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,4,1,1,CCM,1,140,135,180,5,0.538194444,0.6,18,60.3,vertical,13.8,13.5,upper,169.4,16.8,149.6,17,19.7,40.9,.,9.62,.,8,5.279,13,3,16.4,21.7,5.558,5.27,62.5,61.311,3.6,24.2,7.34,16.2,0.741,0.5,2.29,2.166,0.124,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,292,PRLORI,erect,no,yes,birds,none,both,no,both,0.431660112,28.30605725,0.035328128,19085.17537,6.722222222,1.305240175,0.433794279,0.047824,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,5,1,1,CCM,1,120,90,50,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17,5.555,8,4,.,.,5.995,5.605,64.76,63.4,3.8,24.8,7.78,17.48,0.818,0,2.632,2.458,0.174,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,293,PRLORI,erect,no,yes,birds,none,both,no,both,.,25.79335069,0.038769682,3534.291735,6.526315789,1.11056231,0.473807381,0.045135886,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,6,1,1,CCM,1,127,60,104,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7,3.489,11,3,.,.,3.697,3.462,45.89,44.862,3.1,22,5.7,18.04,0.692,0.5,1.712,1.612,0.1,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,294,PRLORI,erect,no,yes,birds,none,both,no,both,.,27.82985112,0.035932639,4900.88454,7.096774194,1.03796729,0.49068501,0.038723033,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,7,1,1,CCM,1,130,65,100,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.5,2.753,9,3,.,.,2.904,2.729,33.18,32.418,3,16.6,5.16,14.76,0.717,0,1.378,1.296,0.082,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,295,PRLORI,erect,no,yes,birds,none,both,no,both,.,25.01418519,0.039977317,5105.088062,5.533333333,0.997822932,0.50054486,0.041440627,.,0
8/9/2011,2011,Garcia_Pass_5,21.20104,-33.93095,Garcia_Pass,PR_2024,lorifolia,Protea_lorifolia,Prlori,37,8,1,1,CCM,1,130,120,105,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,4.209,10,3,.,.,4.509,4.348,49.8,49.13,3.5,19.2,6.76,9.91,0.765,0,1.988,1.916,0.072,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,296,PRLORI,erect,no,yes,birds,none,both,no,both,.,25.64200626,0.038998509,9896.016859,5.485714286,1.117203219,0.472321216,0.044598394,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,1,1,1,CCM,1,180,180,240,5,0.5625,0.4,23.2,50.7,vertical,19,19.9,.,75.8,21.9,45.2,21.8,23.2,16.9,.,9.92,.,15,2.134,16,3,1.6,12.8,2.224,.,30.36,30.36,3.1,12.5,4.37,.,0.641,0,0.84,0.84,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,297,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.553169645,36.14285714,0.027667984,33929.20066,4.032258065,1.54047619,0.393626992,0.042621871,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,2,1,1,CCM,1,180,255,145,5,0.565972222,0.9,22.6,49.8,vertical,22.4,22.3,lower,91.4,22.7,161.4,22.3,30.7,35.2,.,10.59,.,10,2.954,18,3,12,12.9,3.037,.,39.6,39.6,3.8,13.5,5.98,.,0.719,0,1.196,1.196,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,298,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.524709623,33.11036789,0.03020202,29040.09709,3.552631579,1.469899666,0.404874746,0.044393939,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,3,1,1,CCM,1,140,115,130,5,0.569444444,1.9,20.2,59.9,horizontal,20.5,22.1,lower,152.9,21.9,89.7,22.2,21.4,21.3,.,14.17,.,12,2.817,13,4,11.1,10.5,2.885,.,38.96,38.96,3.7,13.5,7.45,.,0.62,0,1.16,1.16,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,299,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.571159405,33.5862069,0.029774127,11741.70254,3.648648649,1.428448276,0.411785588,0.042530801,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,4,1,1,CCM,1,180,124,150,5,0.572916667,0.7,18.6,62.3,vertical,13.4,13.4,.,93.4,20.6,118.4,21.2,56.3,41.7,.,10.89,.,9,2.289,13,4,20.8,18.5,2.349,.,29.17,29.17,3.5,10.4,7.85,.,0.732,0,0.982,0.982,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,300,PRNITI,erect,yes,yes,birds,white,light,yes,light,0.574934497,29.70468432,0.033664724,14608.40584,2.971428571,1.33095723,0.429008301,0.044806308,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,5,1,1,CCM,1,180,225,235,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9.5,3.13,10,3,.,.,3.229,.,40.58,40.58,3.7,13.9,7.86,.,0.707,0,1.392,1.392,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,301,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,29.15229885,0.034302612,41527.92789,3.756756757,1.248563218,0.444728435,0.04282898,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,6,1,1,CCM,1,155,140,185,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,2.531,14,4,.,.,2.604,.,32.21,32.21,3.4,12.2,5.95,.,0.72,0,1.01,1.01,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,302,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,31.89108911,0.031356722,20341.81243,3.588235294,1.505940594,0.399051758,0.04722136,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,7,1,1,CCM,1,140,168,136,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10.5,2.339,11,2,.,.,2.38,.,27.5,27.5,3,12.2,4.84,.,0.749,0,0.87,0.87,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,303,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,31.6091954,0.031636364,17944.77724,4.066666667,1.688505747,0.371953826,0.053418182,.,0
8/9/2011,2011,Garcia_Pass_6,21.22878,-33.94953,Garcia_Pass,PR_2025,nitida,Protea_nitida,Prniti,38,8,1,1,CCM,1,180,194,224,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,1.585,17,3,.,.,1.618,.,22.05,22.05,3.3,9,5.73,.,0.63,0,0.6,0.6,.,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,304,PRNITI,erect,yes,yes,birds,white,light,yes,light,.,36.75,0.027210884,34130.26259,2.727272727,1.641666667,0.378548896,0.044671202,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,1,1,1,CCM,1,24,60,45,.,0.422222222,0.5,17.2,66.2,.,21.8,22.3,upper,128.4,21.5,58.8,21.9,50.7,37.4,.,6.9,.,30+,1.767,.,.,5.4,4.2,2.037,1.96,19.29,18.789,1.5,23.2,2.13,23.52,0.945,1,0.798,0.762,0.036,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,305,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,0.492125441,24.65751181,0.040555592,2120.575041,15.46666667,1.214285714,0.451612903,0.050233281,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,2,1,1,CCM,1,30,53,40,.,0.428472222,0.6,18.7,63.2,.,19.1,18.8,upper,85.4,20.8,33.2,20.9,55.1,62.8,.,12.34,.,30+,2.568,.,.,16.2,15.7,2.743,2.635,28.96,28.508,1.6,32.1,1.96,23.06,0.917,0.5,1.27,1.216,0.054,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,306,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,0.505963653,23.44409868,0.042654658,1665.044106,20.0625,1.022047244,0.494548287,0.044820442,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,3,1,1,CCM,1,22,21,21,.,0.43125,0.3,20.3,58.3,.,22.3,22.6,upper,109.9,27.7,71,20.6,112.4,131.6,.,.,.,30+,1.62,.,.,25.8,24.5,1.77,1.678,17.27,16.736,1.6,17.4,2.23,23.96,1.041,0.5,0.71,0.668,0.042,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,307,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,25.05343114,0.039914693,346.3605901,10.875,1.281690141,0.438271605,0.05269253,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,4,1,1,CCM,1,28,90,64,.,0.438888889,0.3,21.8,57.3,.,22.1,18.9,upper,63.5,20.7,95.4,20.8,47.4,94.9,.,.,.,19.5,2.083,.,.,19.3,18.8,2.181,2.035,24.85,24.043,1.8,25.1,2.4,33.63,0.893,0.5,0.886,0.824,0.062,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,308,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,29.17825243,0.034272101,4523.893421,13.94444444,1.351015801,0.425348056,0.048169014,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,5,1,1,CCM,1,26,65,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30+,1.893,.,.,.,.,2.008,1.876,21.16,20.316,1.2,29.6,2.2,38.37,0.971,0.5,0.88,0.818,0.062,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,309,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,24.83601467,0.040264109,2552.544031,24.66666667,1.151136364,0.464870576,0.047873346,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,6,1,1,CCM,1,20,32,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30+,1.258,.,.,.,.,1.36,1.265,13.88,13.241,0.8,27.4,1.76,36.31,1.056,0.5,0.582,0.54,0.042,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,310,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,24.52026667,0.040782591,1256.637061,34.25,1.161512027,0.46263911,0.04870317,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,7,1,1,CCM,1,30,80,30,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.5,2.082,.,.,.,.,2.214,2.058,22.42,21.555,1.4,28,2.35,36.79,0.904,0.5,0.92,0.842,0.078,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,311,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,25.6002791,0.039062074,1884.955592,20,1.263043478,0.441882805,0.051828724,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,scabra,Protea_scabra,Prscbr,39,8,1,1,CCM,1,35,80,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23.5,2.99,.,.,.,.,3.22,2.961,27.6,26.238,1.4,35.5,2.27,60.01,1.133,0,1.406,1.288,0.118,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,312,PRSCBR,below_lateral,yes,no,mammals,white_beige,light,NA,none,.,20.37094177,0.049089532,4900.88454,25.35714286,1.126600284,0.470234114,0.057391304,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,1,1,1,CCM,1,13,56,34,.,0.420138889,0.4,18.9,63.1,.,20.3,19.3,upper,144.2,21.9,113.3,22.6,102.5,89.2,.,4,.,30+,1.173,.,.,20.5,24,1.333,1.291,16.35,16.016,2.8,10.5,2.66,12.55,0.709,0,0.502,0.488,0.014,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,313,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,0.644230341,32.82002049,0.030469207,1495.398103,3.75,1.336653386,0.427962489,0.041039755,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,2,1,1,CCM,1,23,29,21,.,0.425,0.3,19.4,60,.,19.3,19.4,upper,23.4,21.3,162.6,21.4,111.4,110.7,.,4.12,.,30+,1.697,.,.,25.9,27.9,1.831,1.71,20.59,19.823,2.8,13.5,2.92,26.26,0.744,0,0.788,0.742,0.046,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,314,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,0.632704961,26.71591375,0.037430874,478.3074815,4.821428571,1.153553299,0.464348851,0.044147644,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,3,1,1,CCM,1,18,68,60,.,0.435416667,0.4,22,58.4,.,21.6,22.1,upper,173.2,20.3,133,20.3,122.6,125.2,.,3.62,.,30+,0.555,.,.,7.6,18,0.604,0.569,9.94,9.601,2,9.2,1.91,17.73,0.561,0,0.194,0.184,0.01,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,315,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,0.629778395,52.18128804,0.019163958,3204.424507,4.6,1.860824742,0.34954955,0.036317907,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,4,1,1,CCM,1,10,20,13,.,0.44375,0.3,19.5,58.2,.,17.7,17.4,.,146.2,20.1,147.7,20.1,20.9,29.1,.,3.28,.,30+,0.431,.,.,13.3,12,0.453,0.417,7.75,7.364,1.4,9.9,1.77,21.82,0.578,0,0.128,0.166,-0.038,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,316,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,0.450561617,44.36015663,0.022542752,204.2035225,7.071428571,2.3671875,0.296983759,0.039096774,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,5,1,1,CCM,1,13,15,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,1.555,.,.,.,.,1.741,1.641,19.86,19.226,2.7,13.8,2.73,23.24,0.744,0,0.684,0.644,0.04,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,317,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,.,29.8533354,0.033497095,176.7145868,5.111111111,1.273391813,0.439871383,0.043856999,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,6,1,1,CCM,1,20,128,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30+,0.891,.,.,.,.,0.951,0.84,11.15,10.325,1.7,11.7,2.96,27.87,0.781,0,0.328,0.29,0.038,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,318,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,.,35.60361379,0.028087036,8042.477193,6.882352941,1.716463415,0.368125701,0.050493274,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,7,1,1,CCM,1,10,35,21,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30+,0.58,.,.,.,.,0.627,0.58,8.2,7.774,1.5,9.9,2.16,19.72,0.709,0,0.202,0.188,0.014,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,319,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,.,41.35131915,0.024183025,577.2676501,6.6,1.871287129,0.348275862,0.046097561,.,0
8/11/2011,2011,Kogelberg_1,18.96021,-34.31986,Kogelberg,PR_2026,acaulos,Protea_acaulos,Pracau,40,8,1,1,CCM,1,11,114,97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30+,0.636,.,.,.,.,0.698,0.646,9.36,8.839,1.8,9.5,2.74,19,0.6967,0,0.216,0.204,0.012,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,320,PRACAU,below_lateral,yes,no,mammals,white_and_pink,light,NA,none,.,43.33039216,0.023078489,8684.932891,5.277777778,1.944444444,0.339622642,0.044871795,.,0
8/11/2011,2011,Kogelberg_2,18.94571,-34.30895,Kogelberg,PR_2027,cynaroides,Protea_cynaroides,Prcyna,41,1,1,1,CCM,1,120,70,60,4,0.501388889,0.8,21.9,54.1,.,20.7,20.4,upper,197.2,22.1,173.4,22.6,109.6,132.2,.,10.32,.,30+,3.374,12,2,26,31.5,3.513,3.054,50.35,48.257,5.5,18.6,2.79,48.94,0.813,0,1.262,1.102,0.16,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,321,PRCYNA,erect,yes,yes,birds,pink,dark,yes,dark,0.259271519,43.79038113,0.022836065,3298.672286,3.380727273,1.673534073,0.374036752,0.041946375,.,0
8/11/2011,2011,Kogelberg_2,18.94571,-34.30895,Kogelberg,PR_2027,cynaroides,Protea_cynaroides,Prcyna,41,2,1,1,CCM,1,38,68,65,.,0.506944444,0.7,26.2,47.9,.,23.6,23.1,upper,227.2,23.7,312.2,23.6,111.6,121.6,.,10.39,.,15.5,4.681,.,.,20,25.3,5.362,4.176,45.13,40.95,5.5,21.1,3.39,104.31,0.933,0,1.592,1.254,0.338,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,322,PRCYNA,erect,yes,yes,birds,pink,dark,yes,dark,0.430755563,32.65550239,0.030622711,3471.459882,3.842,1.940326633,0.34009827,0.06844671,.,0
8/11/2011,2011,Kogelberg_2,18.94571,-34.30895,Kogelberg,PR_2027,cynaroides,Protea_cynaroides,Prcyna,41,3,1,1,CCM,1,36,74,45,.,0.510416667,0.5,24.6,49.6,.,25.9,25.8,upper,175,23.9,182.7,23.9,143,125.7,.,.,.,15.5,6.683,.,.,29.8,30.5,7.008,5.848,58.58,55.13,7.2,18.4,4.01,72.24,0.965,0,2.54,2.158,0.382,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,323,PRCYNA,erect,yes,yes,birds,pink,dark,yes,dark,.,25.54680259,0.039143842,2615.375884,2.558888889,1.631102362,0.380068831,0.070723797,.,0
8/11/2011,2011,Kogelberg_2,18.94571,-34.30895,Kogelberg,PR_2027,cynaroides,Protea_cynaroides,Prcyna,41,4,1,1,CCM,1,77,60,54,3,0.513194444,0.7,23.8,49.6,.,22.1,22,lower,208.7,23.9,171.2,23.9,145.8,85.5,.,14.32,.,14,9.428,6,5,29,48.3,10.413,7.095,85.85,77.26,8.6,28.7,4.9,153.78,0.96,0,3.26,2.19,1.07,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,324,PRCYNA,erect,yes,yes,birds,pink,dark,yes,dark,0.359481214,35.27853881,0.028345845,2544.690049,3.334651163,1.89202454,0.345778532,0.071846243,.,0
